name,smiles,QED,caco2,hia,f20,f30,f50,PPB,BSEP,hERG,hERG-10um,DILI,Ames,Carcinogenicity,Respiratory,H-HT,Neurotoxicity-DI,Hematotoxicity,Nephrotoxicity-DI,Genotoxicity,NR-AR,NR-AR-LBD,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,NR-AhR,SR-p53,logS,logP,logD,MW,TPSA,Lipinski,alkylated,composite_tox
Dehydrochlormethyltestosterone (Oral Turinabol),C[C@]12C=CC(=O)C(Cl)=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0.702,-0.4919138391240798,0.2155423164367676,0.5608548820018768,0.23637628555297852,0.7970617264509201,0.9679519549432444,0.9988611936569214,0.4991415143013001,0.27260828018188477,0.6894521415233612,0.6285092234611511,0.9750468730926514,0.9945717453956604,0.8528284430503845,0.2828579246997833,0.26550060510635376,0.5596423149108887,0.8571831583976746,0.9988682270050048,0.995937705039978,0.7214833498001099,0.999283254146576,0.9983822107315063,0.10655958903953432,0.1584867760539055,0.774857759475708,-4.295849123806727,3.2946157453150375,3.3584151450176085,334.17,37.3,0,True,0.6233513553937277
Desoxymethyltestosterone,C[C@]12CC=CC[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0.626,-0.4495863732039462,0.3187239170074463,0.9834418930113316,0.6515733599662781,0.8556602746248245,0.9590184791789061,0.9960761666297911,0.3769830986857414,0.16479134559631348,0.7212988287210464,0.1838790327310562,0.967514157295227,0.7650511860847473,0.6123213768005371,0.11972782015800476,0.5312499403953552,0.7332544922828674,0.9627800434827803,0.9789854288101196,0.9797722101211548,0.24971464276313785,0.9973306655883788,0.9943535327911376,0.33546291291713715,0.11619421653449535,0.4454174339771271,-5.31548308181612,4.85976964454334,4.254755575500388,288.25,20.23,0,True,0.5787787545058463
Dimethandrolone,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@@H]2[C@@H]1[C@@H]1CC[C@H](O)[C@@]1(C)C[C@@H]2C,0.735,-0.4722856913685057,0.17938613891601562,0.5931085348129272,0.14716845750808716,0.49308931827545166,0.87567697933631,0.995520830154419,0.4979131370782852,0.2341194897890091,0.42980900406837463,0.6753103137016296,0.7609316110610962,0.7982453107833862,0.5266794562339783,0.5496756434440613,0.8298159837722778,0.6887375116348267,0.9169908165931702,0.9887093901634216,0.9488144516944884,0.32175347208976746,0.9802510142326356,0.48958155512809753,0.6696180254220963,0.28220927342772484,0.3520195186138153,-2.9825991347204126,2.5034153017794027,2.730563533532522,302.22,37.3,0,False,0.6528737197319666
Drostanolone,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]32)CC1=O,0.728,-0.4597864460099421,0.14889240264892578,0.8557426035404205,0.34035176038742065,0.8899804949760437,0.8960414685001467,0.9992039799690248,0.6739696860313416,0.2696269154548645,0.1986162066459656,0.4644487798213959,0.863807201385498,0.7292999029159546,0.5154774785041809,0.21679328382015228,0.36478257179260254,0.6161924004554749,0.6957525610923767,0.9873837828636168,0.9909488558769226,0.2897551357746124,0.9939653277397156,0.9730563759803772,0.3142074868083,0.15377054922282696,0.556428074836731,-3.67828164063288,2.969931539174644,3.1772175542798973,304.24,37.3,0,False,0.5122044632832209
Epiandrosterone,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,0.733,-0.4751456183722719,0.2637922763824463,0.30925190448760986,0.5607804656028748,0.8845012485980988,0.7977462402658988,0.996528685092926,0.1518833041191101,0.4647715985774994,0.17110270261764526,0.5703590512275696,0.8791468143463135,0.8054956197738647,0.5730565786361694,0.4096554517745972,0.3135118782520294,0.4223254323005676,0.41545701026916504,0.9692912697792052,0.9845544695854188,0.19296488165855408,0.9961090683937072,0.9920565485954284,0.27784233912825584,0.6746053230017424,0.31962165236473083,-4.27399571581746,3.787363450483233,3.7820728642807664,290.22,37.3,0,False,0.434055358171463
Epi-dihydrotestosterone,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,0.733,-0.4545920336750162,0.1955270767211914,0.9807799570262432,0.8959375694394112,0.9637102596461772,0.8526132189672883,0.9823195338249208,0.1101616621017456,0.4294073283672333,0.16832390427589417,0.37087833881378174,0.9275422692298888,0.7000395655632019,0.6028426289558411,0.22165003418922424,0.2159193456172943,0.3918328583240509,0.5665561556816101,0.9915327429771424,0.9955639839172364,0.1443639099597931,0.997905731201172,0.996871292591095,0.13025043532252312,0.58919508010149,0.5831937193870544,-4.1031452328575035,3.772521323555644,3.7363575509671274,290.22,37.3,0,False,0.39730079968770343
Epitestosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@@H]2O,0.738,-0.4872436692978519,0.22410154342651367,0.9348505139350892,0.7539568245410919,0.99061365891248,0.8130763870726292,0.9926785230636596,0.18166986107826233,0.5698786377906799,0.9264467656612396,0.32714125514030457,0.9762994647026062,0.9654560089111328,0.7556105256080627,0.3505778908729553,0.1729765087366104,0.2974594533443451,0.8596619367599487,0.99982750415802,0.9996991157531738,0.42577946186065674,0.9993545413017272,0.9965582489967346,0.1333707827143371,0.778960483148694,0.4143024682998657,-4.352499528529727,3.294198192990291,3.322107922042197,286.19,37.3,0,False,0.5386492957671484
Ethylestrenol,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,0.666,-0.4495039677380634,0.993192195892334,0.1590781211853027,0.6128570735454559,0.9153300449252127,0.9230116344198084,0.9820468425750732,0.1058301329612732,0.4645180106163025,0.184051513671875,0.18950773775577545,0.9372687935829164,0.8010745644569397,0.768231987953186,0.20339037477970123,0.2095790803432465,0.21741458773612976,0.4326707869768143,0.9803022146224976,0.972314476966858,0.30401483178138733,0.9939175248146056,0.9817273616790771,0.5194872245192528,0.1559422817081213,0.7055266499519348,-4.750760188047504,5.053678320790258,3.950988039090767,288.25,20.23,0,True,0.36088277730676865
Fluoxymesterone,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.713,-0.4654294187898213,0.5749344825744629,0.5742488503456116,0.4608955979347229,0.8972456008195877,0.9827693990555472,0.942164957523346,0.5388383567333221,0.24044451117515564,0.10337737202644348,0.30889251828193665,0.7804749011993408,0.8553696274757385,0.7362720370292664,0.21907642483711243,0.17513670027256012,0.7422149181365967,0.8859272003173828,0.9998464584350586,0.9996378421783448,0.5896318554878235,0.9961451292037964,0.8896304965019226,0.6981350015848875,0.14418048784136772,0.23129558563232425,-4.12385573295315,1.916948920093776,2.2848157143431176,336.21,57.53,0,True,0.4989122698704402
Formebolone,C[C@]12C=C(C=O)C(=O)C=C1CC[C@@H]1[C@@H]2[C@H](O)C[C@@]2(C)[C@H]1CC[C@]2(C)O,0.566,-0.5140211653875564,0.18968158960342407,0.8697717636823654,0.6375620067119598,0.8986067697405815,0.9407509710259586,0.8816044926643372,0.4396960511803627,0.18582549691200256,0.18204884231090543,0.753654420375824,0.957861065864563,0.9376915097236632,0.6657893657684326,0.5568198561668396,0.25718528032302856,0.8456025123596191,0.9979720711708068,0.9978376030921936,0.9956193566322328,0.5773195251822472,0.9923027753829956,0.5944753885269165,0.7853882270865142,0.8906415896490216,0.46903470158576965,-3.3926953086839156,1.5804123627798534,1.84752572922899,344.2,74.6,0,False,0.6285143850578202
