mol,O00238,O00311,O00329,O00408,O00444,O00519,O00748,O00763,O00767,O14649,O14684,O14746,O14757,O14842,O14920,O14965,O14976,O15055,O15151,O15244,O15379,O15382,O43451,O43570,O43613,O43614,O43895,O60218,O60341,O60674,O60678,O60725,O60760,O60885,O75116,O75419,O75469,O75582,O75676,O75688,O75762,O75874,O75899 Q9UBS5,O94760,O94804,O94925,O95136,O95180,O95267,O95271,O95718,O96020 P24941 P24864,P00325,P00326,P00519,P00533,P00734,P00742,P00746,P00747,P00749,P00750,P00813,P00915,P00918,P01375,P02753,P02766,P02774,P03372,P03951,P03956,P04035,P04049,P04054,P04150,P04181,P04278,P04626,P04629,P05067,P05091,P05093,P05129,P05164,P05177,P05186,P05231,P05413,P05771,P06213,P06239,P06276,P06401,P06493,P06737,P06746,P06870,P07099,P07148,P07327,P07333,P07339,P07384,P07477,P07550,P07711,P07858,P07900,P07949,P08069,P08151,P08172,P08173,P08183,P08185,P08235,P08238,P08246,P08253,P08254,P08263,P08575,P08581,P08588,P08684,P08842,P08908,P08912,P08913,P09237,P09619,P09668,P09874,P09884,P09917,P09960,P0DMS8,P10070,P10145,P10275,P10276,P10586,P10635,P10721,P10826,P10827,P11217,P11229,P11309,P11362,P11387,P11388,P11413,P11473,P11474,P11511,P11597,P11712,P11940,P12104,P12268,P12821,P12931,P12955,P13497,P13631,P13945,P14061,P14416,P14555,P14616,P14618,P14625,P14780,P14902,P15056,P15090,P15104,P15121,P15428,P15538,P15907,P16050,P16083,P16234,P16662,P17252,P17612,P17706,P17948,P18031,P18054,P18405,P18825,P19021,P19099,P19784,P20292,P20309,P20701,P20839,P21397,P21452,P21453,P21554,P21728,P21730,P21731,P21802,P21917,P21980,P22001,P22303,P22460,P22607,P22748,P22894,P23141,P23219,P23280,P23415,P23443,P23458,P23975,P24385 P11802,P24530,P24557,P24666,P24723,P24863 P49336,P24941,P24941 P78396 P20248,P25100,P25101,P25103,P25105,P25116,P25440,P25774,P25929,P27338,P27361,P27487,P27815,P28161,P28223,P28335,P28472 P18507 P14867,P28472 P18507 P31644,P28472 P34903 P18507,P28482,P28845,P29274,P29320,P29323,P29350,P29371,P29466,P29475,P29597,P30304,P30305,P30307,P30411,P30419,P30518,P30530,P30532 P17787 P43681,P30536,P30542,P30556,P30559,P30968,P31213,P31645,P31749,P32245,P32246,P32247,P32297 P30926,P33261,P33981,P34913,P34949,P34969,P34972,P34981,P34995,P34998,P35228,P35348,P35354,P35367,P35372,P35398,P35408,P35462,P35557,P35590,P35610,P35916,P35968,P36507,P36544,P36873,P36888,P37058,P37059,P37231,P37268,P37288,P38571,P40189,P40394,P40763,P41143,P41145,P41146,P41229,P41594,P41597,P42330,P42336,P42336 P27986,P42338,P42345,P42574,P42685,P42785,P42892,P43088,P43115,P43116,P43119,P43166,P43220,P43235,P43405,P43490,P43681 P17787,P45452,P45983,P45984,P46098,P47712,P47869 P28472 P18507,P47869 P47870 P18507,P47871,P47901,P48039,P48065,P48067,P48147,P48443,P48449,P48729,P48730,P48736,P49146,P49286,P49327,P49336,P49354 P49356,P49354 P49356,P49682,P49759,P49810 Q9NZ42 Q92542 Q96BI3 P49768 Q8WW43,P49841,P50052,P50281,P50406,P50579,P50613,P50747,P50750,P51449,P51452,P51681,P51812,P52333,P52732,P52895,P53350,P53609,P53609 P49354,P53778,P53779,P54289,P54707,P54753,P54756,P54760,P54762,P55055,P56373,P56524,P56817,P56937,P59538,P60033,P61586,P62136,P62942,P63316 P45379 P19429,P68400,P78368,P78527,P78536,P80365,P98170,Q00536,Q00613,Q00975,Q00987,Q01469,Q01959,Q02083,Q02156,Q02224,Q02750,Q02763,Q03181,Q04759,Q04828,Q04912,Q05469,Q05655,Q06124,Q07343,Q07817,Q07869,Q08345,Q08493,Q08499,Q08881,Q10469,Q12772,Q12809,Q12866,Q12908,Q13043,Q13085,Q13093,Q13133,Q13163,Q13188,Q13255,Q13258,Q13370,Q13464,Q13510,Q13546,Q13547,Q13627,Q13873,Q13946,Q14004,Q14330,Q14416,Q14432,Q14524,Q14534,Q14973,Q14994,Q15059,Q15078 Q00535,Q15125,Q15375,Q15465,Q15722,Q15759,Q15761,Q15858,Q15910,Q16288,Q16539,Q16572,Q16581,Q16584,Q16602,Q16620,Q16665,Q16790,Q16832,Q16850,Q16875,Q2M385,Q4U2R8,Q5S007,Q6DWJ6,Q7L7X3,Q7Z2W7,Q86V86,Q8IV61,Q8IVH8,Q8IXJ6,Q8N1Q1,Q8NE63,Q8NER1,Q8NG68,Q8TD08,Q8TDS4,Q8TDU6,Q8WWL7 P06493 P14635 O95067,Q92731,Q92769,Q92793,Q92831,Q969S8,Q96GD4,Q96P20,Q96PD7,Q96PN6,Q96RI1,Q99500,Q99527,Q99572,Q99683,Q99685,Q99720,Q99814,Q99835,Q99895,Q9BPW0,Q9BUB5,Q9BV23,Q9BY41,Q9H1R3,Q9H2G2,Q9H2K2,Q9H2K8,Q9H422,Q9H4B4,Q9H999,Q9HAZ1,Q9HBA0,Q9HBH9,Q9NQR1,Q9NQW7,Q9NR96,Q9NRA0,Q9NUW8,Q9NWZ3,Q9NYA1,Q9P1W9,Q9UBE0 Q9UBT2,Q9UBM7,Q9UBM7 Q15125,Q9UBN7,Q9UBS5,Q9UBU7 O00311,Q9UF33,Q9UGN5,Q9UHC9,Q9UHF0,Q9UJM8,Q9UKE5,Q9UKK3,Q9UM73,Q9UNQ0,Q9UPP1,Q9UQ88,Q9UQB9,Q9Y233,Q9Y2K7,Q9Y2Q3,Q9Y2T6,Q9Y4K4,Q9Y5N1,Q9Y5Y4,Q9Y5Z0,Q9Y6F1
1-Androstenediol,,,,,,0.09787453432580001,0.09787453432580001,,0.0,,0.09787453432580001,0.0,,0.0,,,,,,,,,,,,,,0.23525686969139056,,,,,,,,,0.3465789726185149,,,,0.09787453432580001,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.5241075904439123,,,0.21313868613138687,,0.0,0.3402529385552545,,0.59816048113433,,,,,0.45168846166960974,,,,,0.0,0.0,,,,0.4536682030101067,0.43869811878224957,,,0.21557177615571774,,,0.320218721084,,,0.2519543761184727,,,,,,,,,0.0,0.5396363636363636,,,0.547065590623381,0.43484424482615974,,,,,,,,,,,,,,,,,,0.0,0.2786816488457454,,0.106099949133,0.0,,0.7330585883795401,,0.0,,,,,,,,,0.061090909090909085,0.26719879776728206,0.23844282238442824,,,0.4193466254364648,,,,,,,,,,,,,,,,,,,0.09787453432580001,,0.0,0.0,,,,,,,,0.1970802919708029,,,0.09787453432580001,,0.34036635874248544,,0.320218721084,,,,,,,0.0,,,,,0.0,,,,,,,,0.2280506655216831,,,,,0.09787453432580001,0.25449983066392723,,,,,0.37799999999999995,,,,0.0,0.09787453432580001,,,,,,,,,,,,,0.12258179968472725,,,,,,,,,,0.30581648039698667,,,,0.09787453432580001,,,,,0.106099949133,0.0,,,,,,,,,,,,0.3368466125211913,0.28249983066392725,,,,,,0.194647201946472,,,0.0,,,,0.0,,0.21773862151620807,,0.22018181818181815,,,0.29413764828019834,,,,,,,,,,,,0.320218721084,0.0,0.13076826529850896,0.09787453432580001,,,,,,,,,,,,0.26893411780941123,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,0.08145454545454545,,,,,,,,,,,0.09787453432580001,,,,,,,,,,,,0.29781021897810217,,0.106099949133,,,,0.32871058268764297,0.18709090909090906,,,,,,0.1897810218978102,,,,,,,,0.22154471131746625,,,0.0,,,,,,,,0.0,0.09787453432580001,,,,,,0.0,0.31094543604836367,,,,,,0.38690909090909087,,0.20039763749127107,,,,0.5484998306639273,,,0.2558181818181818,,,0.3805454545454545,,,,,,,,,,0.25888077858880776,,,,,,,,,,,,,,,,,,,,0.3934585310738039,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.09787453432580001,,,,0.3284671532846715,,0.6251550072305152,,,,,,,,,,,,,,,0.320218721084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33879034461670365,,0.0,,,,,,,,,,,,,,,,
1-Androstenedione,,,,,,0.0,0.17226277372262772,,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.33868613138686127,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.432858451409761,,,0.0,,0.0,0.4014598540145985,,0.42627737226277373,,,,,0.3897810218978102,,,,,0.0,0.0,,,,0.24054545454545453,0.44176520032809774,,,0.0,,,0.36301703163017035,,,0.35598225275511663,,,,,,,,,0.0,0.5307272727272727,,,0.42627737226277373,0.48186760714179677,,,,,,,,,,,,,,,,,,0.0,0.3729090909090909,,0.0,0.0,,0.5715997037066675,,0.0,,,,,,,,,0.05472727272727273,0.3270909090909091,0.2004866180048662,,,0.6539817745319084,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0,,,0.0,,0.2223844282238443,,0.45742092457420924,,,,,,,0.0,,,,,0.0,,,,,,,,0.06872727272727272,,,,,0.0,0.07890909090909089,,,,,0.42381818181818176,,,,0.0,0.0,,,,,,,,,,,,,0.07763636363636364,,,,,,,,,,0.1503649635036496,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,0.46618004866180046,0.2690845856590811,,,,,,0.20097323600973235,,,0.0,,,,0.0,,0.0,,0.378,,,0.0,,,,,,,,,,,,0.42627737226277373,0.0,0.39338488579300385,0.0,,,,,,,,,,,,0.31013625664931316,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,0.22399999999999998,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,0.2769883892381103,0.16927272727272727,,,,,,0.0,,,,,,,,0.25830806404532225,,,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.2698181818181818,,,,,,0.24818181818181814,,0.14736485674316527,,,,0.37163636363636354,,,0.2889918419922713,,,0.3678181818181818,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.20243309002433088,,,,,,,,,,,,,,0.0,,,,0.40243309002433086,,0.49719402251864114,,,,,,,,,,,,,,,0.3902676399026763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,
1-Androsterone,,,,,,0.09787453432580001,0.2994904463337263,,0.09787453432580001,,0.11433755860500001,0.09787453432580001,,0.09787453432580001,,,,,,,,,,,,,,0.09787453432580001,,0.2303636363636363,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09787453432580001,,,,0.48636607047826186,,,0.34754946870429493,,0.09787453432580001,0.5344700329072973,0.0,0.6640632561857538,,,,,0.43708718159967197,,,,,,0.09787453432580001,,,,0.35009785808381494,0.5349620894100084,,0.0,0.106099949133,,,0.09787453432580001,,,0.2558181818181818,,,,,,,,,,0.4174545454545453,,,0.6544669799977567,0.43889408275763026,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6656867058282795,,0.09787453432580001,,0.0,,,,,,,0.10686346702756364,0.23668164884574538,0.6183104384709567,0.0,,0.7574904281905767,,,,,,,,,,,,,,,,,,,0.09787453432580001,,0.09787453432580001,,,,,,,,,,,,0.106099949133,,0.30289677236778956,,0.0,,,,,,,0.09787453432580001,,,,,0.0,,,0.0,,,,,0.24880374043675615,,,,,0.0,0.23668164884574538,,,,,0.4123636363636362,,,,0.09787453432580001,0.0,,,,,,,,,,,,,0.07890909090909091,,,,,,,,,,0.3739430010782519,,,,0.106099949133,,,,,0.30289677236778956,0.09787453432580001,,,,,,,,,,,,0.34987127648336247,0.3623099662847596,,,,,,0.30824957042131756,,,,,,,0.09787453432580001,,0.09787453432580001,,,,,0.09787453432580001,0.09787453432580001,,,,,,0.20168156660625877,,,,0.5129090909090909,0.38659506920477255,,0.0980747943490707,0.09787453432580001,,,,,,,,,,,,,,,,,,,,,0.09787453432580001,0.09787453432580001,0.09787453432580001,0.09787453432580001,,,,,,,,,,,,,,,,,,,0.26340892157301815,,,,,,,,,,,0.11433755860500001,,,,,,,,,,,,0.09787453432580001,,,,,,,,,,,,,0.0,,,,,,,,0.11300566715779548,,,0.09787453432580001,,,,,,,,,0.3213882565527044,,,,,,0.09787453432580001,0.4479543761184727,,,,,,0.2863180124821091,,,,,,0.5357725579366545,,,0.2863180124821091,,,0.4123180124821091,,,0.09787453432580001,0.19345454545454546,,,,,,0.37577331298653327,,,,0.09787453432580001,,,,,,,,,,,,,,0.0,,0.2380424530361552,,,,,,0.106099949133,,,,,,,,,,,,,,,0.3942647971714482,,,0.09787453432580001,,,,,,,,,,,0.09787453432580001,,,,,,0.5162430132596298,,,,,,,,,0.34160583941605843,,,,,,0.47774316993310467,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.09787453432580001,,,,,,,,0.374429619083118,,,,,,,,,,,,,,,,,,
1-Epiandrosterone,,,,,,,,,,,0.0,,,0.11433755860500001,,,,,,,,,,,,,,0.4167459792371319,,0.21127272727272725,,,,,,0.09787453432580001,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.3957725579366545,,,,,,,,,,0.3866929632791778,,0.0,0.0,,,0.5325804706646265,,1.0,,,,,0.27007299270072993,0.0,,,,,0.11433755860500001,0.0,,,,,0.0,0.0,0.41507808913543065,,,,,,,,,,,,,,,,0.5447272727272727,,,1.0,,,,,0.0,,0.09787453432580001,,,,0.3061666367418158,,,,,,,,0.32116788321167883,,0.0,,,,0.9008445320126236,,,,,,,,,,,,,1.0,0.4551888016215601,,0.7847221523779162,,,,0.11433755860500001,,0.3207272727272727,,0.0,,,,,0.38818181818181813,,,0.0,0.0,0.0,,,0.11433755860500001,,,,,,,,,0.32044330275206523,0.0,,,,0.42287104622871047,,0.09787453432580001,,,,,,,,,,,0.0,,,0.09787453432580001,,,,,0.0,0.235528266781165,,,,,0.0,,,,,,0.39581818181818174,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.48134673964885744,,,,,,,,,0.41257620443404963,0.38026903514151217,,,,,,,,,,,,0.0,0.2507272727272727,,,0.0,,,0.0,,0.36395437611847264,,,0.0,,,,,,,,,,,,,,,,0.22094616539165163,,,,,0.9998485716616,,,,,,,,,,,,0.09787453432580001,,,0.29526685465992175,,,,,,,0.0,,0.09787453432580001,,0.09787453432580001,,,,,,,,,,,,,,0.5390968856992565,,,,0.0,,,,,,,,,,,,,0.39194786725830055,,,0.0,0.1764648997085329,,,,,,,,,,,,,,,,,,,,0.09787453432580001,,,,,,,,,,,,,,,,,,,,,0.4362301057011229,,,,,,0.11433755860500001,,,0.0,,,,0.4221227485836364,0.0,,,,0.0,,,,0.2732136576745454,,,,,,,0.14886346702756362,,,,,,,,,,,,,,,,,,,,,,,,,,0.42211818356000363,,,,,0.09787453432580001,,,,,,,,0.0,,,,,0.0,,,,,,0.106099949133,,,,0.09787453432580001,,,,,,,0.09787453432580001,,,,0.6819527918892,0.0,0.5780364658251417,,,,,,,,,0.48163611397203404,,,,,,0.3136023684748455,,,,,,,,,,,,,,,,,,,,,,,,,,0.09787453432580001,,,0.0,0.559164811121,,,,0.5695440327651125,,0.09787453432580001,,,,,0.09787453432580001,,,,0.09787453432580001,0.0,,,,,,
1-Testosterone,,,,,,0.09787453432580001,0.09787453432580001,,0.09787453432580001,,0.11433755860500001,0.09787453432580001,,0.09787453432580001,,,,,,,,,,,,,,0.163737226168,,,,,,,,,0.28245881616341006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09787453432580001,,,,0.46948189127107315,,,0.09787453432580001,,0.09787453432580001,0.8671532846715329,,0.8671532846715329,,,,,0.6265665147003601,,,,,0.09787453432580001,0.09787453432580001,,,,0.22662513822563504,0.6382103328005208,,0.0,0.09787453432580001,,,0.106099949133,,,0.41486346702756355,,,,,,,,,,0.5294545454545454,,,0.8671532846715329,0.5962868883865915,,,,0.0,,,,,,,,,,,,,,,0.41403634513927273,,0.35019570116372845,,,0.9021778435738723,,0.09787453432580001,,,,,,,,,0.08777255793665455,0.3792271033911999,0.3578145598010978,,,0.6333689584960553,,,,,,,,,,,,,,,,,,,0.09787453432580001,,0.09787453432580001,0.09787453432580001,,,,,,,,,,,0.139061946948,,0.3305178385339786,,0.36198615919698,,,,,,,0.0,,,,,0.09787453432580001,,0.0,,,,,,0.17892657793044223,,,,,0.106099949133,0.10686346702756364,,,,,0.3792727272727272,,,,0.09787453432580001,0.122581769115,,,,,,,,,,,,,0.25784461597007646,,,,,,,,,,0.3878021488319007,,,,0.106099949133,,,,,0.147256737367,0.09787453432580001,,,,,,,,,,,,0.3777077900005742,0.2986682031290909,,,,,,0.34182621275708397,,,,,,,,,0.106099949133,,0.36145454545454536,,,0.2688617942362501,0.09787453432580001,,,,,,,,,,,0.3391855511470958,,0.3320068620085003,0.09787453432580001,,,,,,,,,,,,0.2596341488341385,,,,,,,,,,,0.09787453432580001,0.09787453432580001,,,,,,,,,,,,,,,,,,,0.24304528520938176,,,,,,,,,,,0.09787453432580001,,,0.0,,,,,,,,,0.0,,,,,,0.3843252830585408,,,,,,,0.09787453432580001,,,,,,,,0.23056006557983869,,,0.09787453432580001,,,,,,,,0.09787453432580001,0.3368438725972389,,,,,,0.09787453432580001,0.4390562948021932,,,,,,0.4212271033912,,0.3424519922787275,,,,0.4349953549701818,,,0.3066816488457454,,,0.40977255793665446,,,0.0,0.23286728702327397,,,,,,0.2712666020514879,,,,,,,,,,,,,,,,,,,,0.30160710815895136,,,,,,0.09787453432580001,,,,,,,0.0,,,,,,,,0.46542718599309374,,,,,,,,,0.0,,,,,0.09787453432580001,,,,0.5063030984018528,,0.7076898426654419,,,,,,,,,,,,,,,0.8262773722627738,,,,,,,,,,,,,,,,,,,,,,,,,,0.09787453432580001,,,,,,,,0.42638432541656834,,0.0,,,,,,,,,,,,,,,,
11β-Methyl-19-nortestosterone,,,,,,0.09787453432580001,0.39231832515198345,,0.09787453432580001,,0.122581769115,0.09787453432580001,,0.09787453432580001,,,,,,,,,,,,,,0.163737226168,,,,,,,,,0.45180188185684067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09787453432580001,,,,0.4436388190103134,,0.0,0.09787453432580001,,0.09787453432580001,0.9153159926489508,,0.9673841191696321,,,,,0.7207901711591358,,,,,0.09787453432580001,0.09787453432580001,,,,0.4634251954748121,0.7864333732643048,,0.0,0.09787453432580001,,,0.39961759522497614,,,0.40213619430029085,,,,,,,,,,0.5752271033912,,,0.964464411140435,0.6967073387564765,,,,0.0,,,,,,,,,,,,,,,0.15103183949272728,,0.42453186731499076,,,0.8444762529251286,,0.09787453432580001,,,,,,,,,0.2290452852093818,0.24686346702756357,0.139061946948,,,0.5749075039054227,,,,,,,,,,,,,,,,,,0.0,0.09787453432580001,,0.09787453432580001,0.09787453432580001,,,,,,,,,,,0.139061946948,,0.4429265976580662,,0.47113844693488083,,,,,,,0.0,,,,,0.09787453432580001,,0.0,,,,,,0.4180743859212273,,,,,0.106099949133,0.13359073975483637,,,,,0.38177255793665454,,,,0.09787453432580001,0.122581769115,,,,,,,,,,,,,0.39377185840340806,,,,,,,,,,0.5571452145253314,,,,0.106099949133,,,,,0.155528102326,0.09787453432580001,,,,,,,,,,,,0.5369031229316282,0.5238540598790112,,,,,,0.4323371616621935,,,,,,,,,0.37577331298653327,,0.3652727272727273,,,0.3725114292727465,0.09787453432580001,,,,,,,,,,,0.43504929810573323,,0.3896291645784271,0.09787453432580001,,,,,,,,,,,,0.3037644329157229,,,,,,,,,,,0.09787453432580001,0.09787453432580001,,,,,,,,,,,,,,,,,,,0.1272271033912,,,,,,,,,,,0.106099949133,,,,,,,,,,,,0.0,,,,,,0.3663494071941775,,,,,,,0.09787453432580001,,,,,,,,0.4215640967555103,,,0.09787453432580001,,,,,,,,0.09787453432580001,0.5110531183393314,,,,,,0.09787453432580001,0.49348933371470044,,,,,,0.4288634670275636,,0.22022827376590157,,,,0.4451771731519999,,,0.39012476519702516,,,0.5510452852093818,,,0.0,0.30795437611847276,,,,,,0.09787453432580001,,,,,,,,,,,,,,,,,,,,0.4206568724104669,,,,,,0.09787453432580001,,,,,,,0.0,,,,,,,,0.5539916628787385,,,,,,,,,0.0,,,,,0.09787453432580001,,,,0.5539916628787385,,0.7300756973126103,,,,,,,,,,,,,,,0.9143427566392185,,,,,,,,,,,,,,,,,,,,,,,,,,0.09787453432580001,,,,,,,,0.5047298242000233,,,,,,,,,,,,,,,,,,
17α-Methylepithiostanol,,,,0.33345454545454545,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.3536148657290855,,,0.0,,,0.18231364156912894,,0.22562264400221896,,,,,0.11094890510948906,0.0,,,,,,0.0,,,,0.24595869906190515,,,,,,,,,0.36018181818181816,,,,,,,,,,0.5712734056290909,0.0,,0.1808537875545304,0.34534641042776676,,,,,,,,,0.09148418491484185,,,0.0,,,,,,,,,,,,0.5428897292542063,,,,,,0.0,,0.0,,,,,0.09391727493917275,,,0.29469429896223276,,0.13694174896235867,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.11150186548,0.0,,,,0.15717761557177615,,0.0,,,,,,0.0,,,,0.0,,0.11150186548,,0.11150186548,,,,,,0.1551090692499098,0.0,,,,,0.2303636363636363,,,,,0.42745522381090906,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.18766643962265692,,,,,,,0.0,,0.14727714521876398,0.14727714521876398,,,,,,,,,,0.0,,0.0,0.2861824965381818,,,0.0,,,0.1667418654134112,,0.19854545454545452,,,0.11150186548,,,,,,0.37163636363636354,,0.42763636363636354,,,,,,,,,,,,,0.14143772916036984,0.0,,0.0,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.24436363636363634,,,,,,,,,,,,,,,,,,,0.26345454545454544,,,,,,0.11150186548,,0.0,,,,,,,,0.3398181818181818,0.0,0.0,,,,0.0,,,0.11418712088786376,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.11630170316301702,,,0.21970039997738508,,,,,,,,,,,,0.11150186548,,,,,,,0.523090909090909,,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,0.28236431471999995,,0.0,,,,0.12051315495112411,,,,,,,,,,,,,,,0.0,,,,,0.2893110311064701,,,,,,,,0.0,,,,0.1985454545454545,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.4497640412800966,,,,,,,,,,,,,,,0.11150186548,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.11150186548,,,,,,,,,,,,,,0.0,,,,,,,,
19-Norandrostenediol,,,,,,0.0,0.0,,0.0,,0.100578902067,0.0,,,0.0,,,,,,,,,,,,,0.0,,0.2023636363636363,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0750909090909091,,,,,,,0.0,,,0.0,,,0.14664948047778903,0.7520982961001638,,,0.3554459129383241,0.0,0.0,0.28613138686131384,,0.9021897810218978,,,,,0.6216714417237352,,,,,,0.0,,,,0.4157225869469225,0.43554670113698957,,,0.34193472384383167,,,0.0,,,,,,,,,,,,,0.4464135845138325,,,0.5028757843372739,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,0.8414966072707625,,0.0,,,,,,0.0,,,0.05727272727272727,0.2878345498783455,0.37463126867534213,0.0,,0.5411334182000624,,,,,,,,,,,,0.4140088187184346,,,,,,,0.0,0.0,0.0,,,,0.26854545454545453,,,,,,,,0.100578902067,,0.34242134184869777,,,,,0.0,,,,,,,,,,,,,,,,,0.24223836748621666,,,,,,,,0.100578902067,,,0.4409293650531267,,,0.100578902067,0.0,0.0,,,,,,,,,,,,,0.21509090909090908,0.26180048661800487,,,,,,,,,0.100578902067,,,,0.100578902067,,,0.0,,,0.0,,,,,,,,,,,,,0.38598103243540804,,,,,0.0,0.32636294768811386,,,,,,,0.100578902067,,,,,,0.2876363636363636,0.3439743343687728,0.0,,,,,,,,,,,,,,0.100578902067,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.100578902067,0.0,,,,,,,,,,,,,,,,,,,0.12184687347890906,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.49860551682537324,,,,0.3646408800241531,,,,,,,,,,,,,,0.40081550243263947,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.42221050984254543,,,,,,0.3996363636363636,,,0.2796650552970909,,,0.509090909090909,,,0.346270483061,,,,,,,0.5424011372633295,,,,0.0,,0.0,,,,,,,,,,,,0.100578902067,,0.3111309600014356,,,,,0.100578902067,,,,,,,,,,,,,0.0,,,0.3287609753534579,,,0.0,,,,,,,,,,,,,,,,,0.8037370134220265,,,,,,,,,,,,,,,0.22871046228710462,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100578902067,0.0,,0.0,,,,0.4981188988205071,,,,,,,,,,,,,,,,,,
19-Norandrostenedione,,0.0,,,,0.100578902067,0.30154542943993873,,,,0.100578902067,,,,,,,,,,,,,,,,,0.100578902067,,,,,,,0.0,,0.46480938950625406,,,,0.100578902067,,,,,,,,,,,,0.0,0.0,,0.061090909090909085,,,,,,,,,,0.0,,,,0.3892782987872042,,0.0,0.0,,,0.6229265668443047,,0.8093846733906754,,,,0.100578902067,0.5861639473156146,,0.0,,,,,,,,0.25675596438799997,0.6234941389014164,,,0.0,,0.100578902067,0.5815640364306793,0.0,,0.18675596438799996,0.0,,,0.0,0.2036363636363636,0.25853419583339954,,,,,,,0.8093846733906754,0.6401140541765638,,,,0.0,,,,,,,,,,,,,0.100578902067,,0.24402869166072724,,0.100578902067,,,0.762574079777986,,,,,,,,,,,,,,,,0.8662729122884717,,,,,,,,,,,,,,,,,,0.0,0.100578902067,,,,,,,,,0.100578902067,,,,,0.100578902067,,0.31225102554699463,,0.8540578326746862,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,0.25142377493872214,0.2882392607697363,,,,,,0.0,,,,0.100578902067,,,,,,,0.0,,,,,0.055999999999999994,0.24657414620618176,0.0,,,,0.0,,,,,0.2892504802010209,,,,0.100578902067,,,,,0.100578902067,,,,,,,,,,,,,0.8613571027476788,0.2873014189334545,,,,,,,,0.21093778256981816,,,,,,,0.25142377493872214,,,0.0,,0.100578902067,,,,,,,,,,,,0.8020854033176827,,,0.100578902067,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.100578902067,,,,,,,,,,0.100578902067,,0.0,,0.25628995498738394,,,,,,,,,,,,,,0.100578902067,,,,,,,,,,,,,,,,,,,0.08748323711527271,,,,,,,,,,,,0.28646027128908713,,,,,,0.0,0.3229377825698182,0.0,,,,,0.46273146870698284,0.0,,,,,0.41711960075163634,,,0.36822670674109065,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,0.43399999999999994,,,,,,,,0.3638029229880051,0.0,,,,,,,,,,,,,,,,,,,,0.2267639902676399,,,,,0.0,,,,,,,,,0.100578902067,,,,,,0.4009161977424068,,,,,0.20618181818181816,,,,,,,0.0,,,0.5844837444598763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.116965063224,,,,,,,,,,,,,,,,,,
